"date","count"
2020-01-22,2
2020-01-23,3
2020-01-24,5
2020-01-25,7
2020-01-26,8
2020-01-27,8
2020-01-28,14
2020-01-29,14
2020-01-30,14
2020-01-31,19
2020-02-01,19
2020-02-02,19
2020-02-03,19
2020-02-04,25
2020-02-05,25
2020-02-06,25
2020-02-07,25
2020-02-08,32
2020-02-09,32
2020-02-10,32
2020-02-11,33
2020-02-12,33
2020-02-13,33
2020-02-14,33
2020-02-15,33
2020-02-16,34
2020-02-17,35
2020-02-18,35
2020-02-19,35
2020-02-20,35
2020-02-21,35
2020-02-22,35
2020-02-23,35
2020-02-24,35
2020-02-25,37
2020-02-26,40
2020-02-27,40
2020-02-28,41
2020-02-29,42
2020-03-01,42
2020-03-02,43
2020-03-03,43
2020-03-04,43
2020-03-05,47
2020-03-06,48
2020-03-07,50
2020-03-08,50
2020-03-09,50
2020-03-10,53
2020-03-11,59
2020-03-12,70
2020-03-13,75
2020-03-14,82
2020-03-15,114
2020-03-16,147
2020-03-17,177
2020-03-18,212
2020-03-19,272
2020-03-20,322
2020-03-21,411
2020-03-22,599
